municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao,cod_municipio,cod_estado,estado
Santa Brígida,"0,546","0,533","0,710","0,431",2927606,29,BA
Santa Cruz Cabrália,"0,654","0,624","0,784","0,571",2927705,29,BA
Santa Cruz da Vitória,"0,610","0,573","0,786","0,504",2927804,29,BA
Santa Inês,"0,717","0,675","0,827","0,659",2927903,29,BA
São Félix,"0,639","0,582","0,769","0,583",2929008,29,BA
Macururé,"0,604","0,547","0,748","0,539",2919900,29,BA
Madre de Deus,"0,708","0,670","0,794","0,667",2919926,29,BA
Macajuba,"0,524","0,515","0,780","0,358",2919603,29,BA
Macarani,"0,605","0,607","0,782","0,466",2919702,29,BA
Macaúbas,"0,609","0,557","0,791","0,513",2919801,29,BA
Itiúba,"0,544","0,521","0,775","0,398",2917003,29,BA
Itororó,"0,594","0,598","0,739","0,474",2917102,29,BA
Ituaçu,"0,570","0,565","0,770","0,425",2917201,29,BA
Ituberá,"0,606","0,601","0,769","0,482",2917300,29,BA
Iuiú,"0,591","0,553","0,740","0,504",2917334,29,BA
Eunápolis,"0,677","0,687","0,791","0,572",2910727,29,BA
Itagibá,"0,589","0,566","0,770","0,469",2915205,29,BA
Itaguaçu da Bahia,"0,562","0,550","0,740","0,435",2915353,29,BA
Alcobaça,"0,608","0,611","0,771","0,476",2900801,29,BA
Itabuna,"0,712","0,695","0,807","0,643",2914802,29,BA
Itacaré,"0,583","0,594","0,807","0,413",2914901,29,BA
Brotas de Macaúbas,"0,570","0,552","0,754","0,445",2904506,29,BA
Serra Preta,"0,566","0,541","0,732","0,459",2930402,29,BA
Serrinha,"0,634","0,615","0,778","0,532",2930501,29,BA
Serrolândia,"0,590","0,560","0,721","0,508",2930600,29,BA
Tucano,"0,579","0,596","0,712","0,458",2931905,29,BA
Itambé,"0,746","0,691","0,854","0,703",2915809,29,BA
Itapebi,"0,572","0,568","0,718","0,458",2916302,29,BA
Cabaceiras do Paraguaçu,"0,581","0,525","0,763","0,490",2904852,29,BA
Anguera,"0,589","0,565","0,766","0,471",2901502,29,BA
Andorinha,"0,588","0,586","0,731","0,474",2901353,29,BA
Condeúba,"0,582","0,559","0,789","0,447",2908705,29,BA
Cordeiros,"0,579","0,561","0,763","0,454",2909000,29,BA
Coronel João Sá,"0,535","0,545","0,716","0,392",2909208,29,BA
Pedrão,"0,588","0,534","0,775","0,490",2924108,29,BA
Novo Triunfo,"0,554","0,513","0,769","0,430",2923050,29,BA
Ouriçangas,"0,607","0,572","0,779","0,503",2923308,29,BA
Una,"0,560","0,584","0,710","0,424",2932507,29,BA
Sítio do Quinto,"0,533","0,552","0,695","0,395",2930766,29,BA
São Miguel das Matas,"0,593","0,568","0,783","0,468",2929404,29,BA
São Sebastião do Passé,"0,657","0,633","0,812","0,551",2929503,29,BA
Sapeaçu,"0,614","0,602","0,735","0,522",2929602,29,BA
Seabra,"0,635","0,588","0,761","0,572",2929909,29,BA
Glória,"0,593","0,563","0,775","0,479",2911402,29,BA
Gongogi,"0,576","0,543","0,773","0,456",2911501,29,BA
Guajeru,"0,569","0,548","0,770","0,437",2911659,29,BA
Guanambi,"0,673","0,663","0,789","0,584",2911709,29,BA
Guaratinga,"0,558","0,559","0,766","0,406",2911808,29,BA
Iaçu,"0,574","0,588","0,697","0,461",2911907,29,BA
Ibiassucê,"0,611","0,608","0,789","0,476",2912004,29,BA
Ibicaraí,"0,625","0,609","0,764","0,524",2912103,29,BA
Ibicoara,"0,591","0,583","0,731","0,484",2912202,29,BA
Ibicuí,"0,584","0,586","0,780","0,435",2912301,29,BA
Itapicuru,"0,486","0,505","0,711","0,319",2916500,29,BA
Irará,"0,620","0,587","0,809","0,501",2914505,29,BA
Irecê,"0,691","0,661","0,776","0,643",2914604,29,BA
Candeias,"0,691","0,652","0,823","0,616",2906501,29,BA
Lapão,"0,596","0,550","0,755","0,510",2919157,29,BA
Buritirama,"0,565","0,504","0,761","0,471",2904753,29,BA
Caatiba,"0,561","0,579","0,752","0,406",2904803,29,BA
Ipupiara,"0,590","0,558","0,736","0,499",2914109,29,BA
Irajuba,"0,576","0,544","0,776","0,453",2914208,29,BA
São Félix do Coribe,"0,639","0,601","0,784","0,555",2929057,29,BA
São Francisco do Conde,"0,674","0,641","0,812","0,587",2929206,29,BA
Barrocas,"0,610","0,574","0,786","0,503",2903276,29,BA
Belo Campo,"0,575","0,562","0,760","0,444",2903508,29,BA
Biritinga,"0,538","0,525","0,738","0,402",2903607,29,BA
Boa Nova,"0,567","0,535","0,753","0,453",2903706,29,BA
Boa Vista do Tupim,"0,551","0,514","0,729","0,447",2903805,29,BA
Barra,"0,557","0,503","0,750","0,457",2902708,29,BA
Várzea da Roça,"0,539","0,539","0,775","0,374",2933059,29,BA
Várzea do Poço,"0,575","0,581","0,707","0,462",2933109,29,BA
Várzea Nova,"0,555","0,543","0,685","0,460",2933158,29,BA
Barra do Mendes,"0,630","0,578","0,784","0,553",2903003,29,BA
Muritiba,"0,660","0,629","0,796","0,573",2922300,29,BA
Iramaia,"0,571","0,543","0,740","0,463",2914307,29,BA
Caém,"0,546","0,535","0,701","0,434",2905107,29,BA
Lauro de Freitas,"0,754","0,781","0,827","0,663",2919207,29,BA
Caetanos,"0,542","0,536","0,725","0,409",2905156,29,BA
Cairu,"0,627","0,600","0,807","0,510",2905404,29,BA
Caldeirão Grande,"0,573","0,526","0,758","0,473",2905503,29,BA
Camacan,"0,581","0,608","0,768","0,419",2905602,29,BA
Angical,"0,625","0,564","0,778","0,556",2901403,29,BA
Antas,"0,592","0,573","0,739","0,491",2901601,29,BA
Antônio Gonçalves,"0,598","0,580","0,741","0,498",2901809,29,BA
Aporá,"0,548","0,516","0,751","0,425",2901908,29,BA
Baixa Grande,"0,585","0,549","0,775","0,471",2902609,29,BA
Ibiquera,"0,511","0,517","0,771","0,335",2912608,29,BA
Saúde,"0,549","0,546","0,685","0,442",2929800,29,BA
Sátiro Dias,"0,527","0,524","0,736","0,379",2929701,29,BA
Itaju do Colônia,"0,592","0,570","0,724","0,502",2915403,29,BA
Jucuruçu,"0,541","0,508","0,751","0,415",2918456,29,BA
Coaraci,"0,613","0,615","0,762","0,491",2908002,29,BA
Belmonte,"0,705","0,699","0,820","0,611",2903409,29,BA
Santa Luzia,"0,715","0,682","0,859","0,625",2928059,29,BA
Rio do Antônio,"0,576","0,555","0,740","0,465",2926806,29,BA
Candiba,"0,591","0,578","0,743","0,481",2906600,29,BA
Aramari,"0,588","0,568","0,761","0,470",2902203,29,BA
Arataca,"0,559","0,557","0,758","0,413",2902252,29,BA
Banzaê,"0,579","0,539","0,769","0,468",2902658,29,BA
Nova Redenção,"0,567","0,534","0,723","0,471",2922854,29,BA
Itagimirim,"0,634","0,602","0,821","0,516",2915304,29,BA
Antônio Cardoso,"0,561","0,544","0,768","0,422",2901700,29,BA
Tanque Novo,"0,599","0,583","0,778","0,474",2931053,29,BA
Tanquinho,"0,597","0,567","0,768","0,488",2931103,29,BA
Taperoá,"0,578","0,564","0,749","0,456",2931202,29,BA
Tapiramutá,"0,594","0,589","0,752","0,473",2931301,29,BA
Teixeira de Freitas,"0,685","0,683","0,800","0,588",2931350,29,BA
Teodoro Sampaio,"0,741","0,699","0,856","0,679",2931400,29,BA
Sobradinho,"0,743","0,735","0,861","0,647",2930774,29,BA
Souto Soares,"0,592","0,533","0,734","0,530",2930808,29,BA
Tabocas do Brejo Velho,"0,584","0,530","0,764","0,492",2930907,29,BA
Tanhaçu,"0,577","0,565","0,772","0,440",2931004,29,BA
Malhada de Pedras,"0,578","0,549","0,747","0,471",2920304,29,BA
Manoel Vitorino,"0,566","0,538","0,741","0,456",2920403,29,BA
Mansidão,"0,599","0,503","0,752","0,568",2920452,29,BA
Palmas de Monte Alto,"0,586","0,561","0,777","0,462",2923407,29,BA
Palmeiras,"0,643","0,608","0,782","0,560",2923506,29,BA
Paramirim,"0,615","0,604","0,776","0,496",2923605,29,BA
João Dourado,"0,593","0,573","0,709","0,513",2918357,29,BA
Uibaí,"0,617","0,575","0,758","0,540",2932408,29,BA
Umburanas,"0,515","0,469","0,705","0,413",2932457,29,BA
Urandi,"0,598","0,595","0,766","0,469",2932606,29,BA
Baianópolis,"0,589","0,543","0,763","0,492",2902500,29,BA
Barra do Choça,"0,551","0,563","0,770","0,386",2902906,29,BA
Barra da Estiva,"0,575","0,566","0,717","0,469",2902807,29,BA
Gandu,"0,632","0,645","0,771","0,508",2911204,29,BA
Gavião,"0,599","0,566","0,747","0,508",2911253,29,BA
Mucuri,"0,665","0,679","0,801","0,541",2922003,29,BA
Nova Viçosa,"0,654","0,657","0,780","0,546",2923001,29,BA
Uauá,"0,605","0,554","0,747","0,535",2932002,29,BA
Ubaíra,"0,582","0,581","0,759","0,447",2932101,29,BA
Ubaitaba,"0,611","0,607","0,767","0,490",2932200,29,BA
Ubatã,"0,593","0,586","0,788","0,452",2932309,29,BA
Remanso,"0,579","0,569","0,757","0,451",2926004,29,BA
Retirolândia,"0,636","0,579","0,773","0,574",2926103,29,BA
Riachão das Neves,"0,578","0,527","0,779","0,471",2926202,29,BA
Riachão do Jacuípe,"0,628","0,588","0,755","0,559",2926301,29,BA
Riacho de Santana,"0,615","0,572","0,764","0,532",2926400,29,BA
Teofilândia,"0,566","0,571","0,737","0,431",2931509,29,BA
Teolândia,"0,555","0,541","0,756","0,418",2931608,29,BA
Terra Nova,"0,599","0,545","0,741","0,533",2931707,29,BA
Tremedal,"0,528","0,545","0,749","0,360",2931806,29,BA
Barra do Rocha,"0,577","0,585","0,705","0,465",2903102,29,BA
Ipirá,"0,549","0,568","0,748","0,390",2914000,29,BA
Rio de Contas,"0,605","0,580","0,767","0,498",2926707,29,BA
Mirangaba,"0,542","0,512","0,685","0,454",2921401,29,BA
Mirante,"0,527","0,524","0,722","0,386",2921450,29,BA
Santaluz,"0,598","0,559","0,764","0,500",2928000,29,BA
Santa Maria da Vitória,"0,614","0,592","0,758","0,516",2928109,29,BA
Poções,"0,604","0,583","0,798","0,474",2925105,29,BA
Pojuca,"0,666","0,645","0,819","0,559",2925204,29,BA
Morro do Chapéu,"0,588","0,554","0,766","0,478",2921708,29,BA
Mortugaba,"0,618","0,598","0,771","0,513",2921807,29,BA
Mucugê,"0,606","0,589","0,787","0,480",2921906,29,BA
Mata de São João,"0,668","0,648","0,818","0,562",2921005,29,BA
Matina,"0,572","0,538","0,740","0,469",2921054,29,BA
Medeiros Neto,"0,625","0,626","0,777","0,501",2921104,29,BA
Miguel Calmon,"0,586","0,571","0,745","0,472",2921203,29,BA
Presidente Jânio Quadros,"0,542","0,533","0,772","0,386",2925709,29,BA
Presidente Tancredo Neves,"0,559","0,566","0,727","0,424",2925758,29,BA
Queimadas,"0,608","0,578","0,796","0,489",2925808,29,BA
Almadina,"0,563","0,563","0,751","0,421",2900900,29,BA
Amélia Rodrigues,"0,666","0,609","0,810","0,600",2901106,29,BA
Conde,"0,618","0,591","0,797","0,500",2908606,29,BA
Contendas do Sincorá,"0,577","0,579","0,695","0,477",2908804,29,BA
Wagner,"0,587","0,573","0,737","0,479",2933406,29,BA
Wanderley,"0,600","0,569","0,764","0,498",2933455,29,BA
Wenceslau Guimarães,"0,544","0,558","0,752","0,383",2933505,29,BA
Xique-Xique,"0,585","0,563","0,741","0,479",2933604,29,BA
Malhada,"0,562","0,532","0,734","0,454",2920205,29,BA
Paratinga,"0,590","0,519","0,774","0,510",2923704,29,BA
Paripiranga,"0,577","0,567","0,717","0,472",2923803,29,BA
Ponto Novo,"0,580","0,539","0,762","0,475",2925253,29,BA
Porto Seguro,"0,676","0,673","0,801","0,572",2925303,29,BA
Potiraguá,"0,625","0,595","0,754","0,545",2925402,29,BA
Prado,"0,621","0,616","0,784","0,497",2925501,29,BA
Presidente Dutra,"0,653","0,628","0,788","0,563",2925600,29,BA
Jaguaripe,"0,556","0,552","0,763","0,407",2917805,29,BA
Santa Rita de Cássia,"0,605","0,564","0,766","0,513",2928406,29,BA
Santa Teresinha,"0,627","0,586","0,820","0,513",2928505,29,BA
Santo Amaro,"0,646","0,626","0,772","0,559",2928604,29,BA
Santo Antônio de Jesus,"0,700","0,677","0,815","0,622",2928703,29,BA
Santo Estêvão,"0,626","0,611","0,808","0,498",2928802,29,BA
São Desidério,"0,579","0,584","0,742","0,449",2928901,29,BA
São Domingos,"0,765","0,769","0,861","0,675",2928950,29,BA
Jandaíra,"0,569","0,561","0,709","0,462",2917904,29,BA
Jequié,"0,665","0,656","0,790","0,568",2918001,29,BA
Jeremoabo,"0,547","0,561","0,689","0,424",2918100,29,BA
Rio do Pires,"0,594","0,568","0,767","0,481",2926905,29,BA
Feira de Santana,"0,712","0,710","0,820","0,619",2910800,29,BA
Ruy Barbosa,"0,610","0,583","0,770","0,505",2927200,29,BA
Santana,"0,692","0,654","0,794","0,638",2928208,29,BA
Santanópolis,"0,592","0,561","0,746","0,496",2928307,29,BA
Monte Santo,"0,506","0,515","0,699","0,359",2921500,29,BA
Morpará,"0,558","0,536","0,732","0,444",2921609,29,BA
Milagres,"0,628","0,561","0,777","0,569",2921302,29,BA
Salinas da Margarida,"0,617","0,575","0,729","0,561",2927309,29,BA
Muquém de São Francisco,"0,549","0,488","0,761","0,445",2922250,29,BA
Aracatu,"0,581","0,591","0,754","0,439",2902005,29,BA
Encruzilhada,"0,544","0,533","0,754","0,400",2910404,29,BA
Mulungu do Morro,"0,566","0,517","0,753","0,466",2922052,29,BA
Mundo Novo,"0,686","0,707","0,808","0,565",2922102,29,BA
Muniz Ferreira,"0,617","0,581","0,761","0,531",2922201,29,BA
Rio Real,"0,572","0,568","0,729","0,452",2927002,29,BA
Rodelas,"0,632","0,566","0,790","0,564",2927101,29,BA
Salvador,"0,759","0,772","0,835","0,679",2927408,29,BA
Santa Bárbara,"0,707","0,676","0,816","0,642",2927507,29,BA
Mairi,"0,572","0,575","0,744","0,438",2920106,29,BA
Piritiba,"0,578","0,566","0,760","0,449",2924801,29,BA
Planaltino,"0,572","0,573","0,708","0,462",2924900,29,BA
Planalto,"0,719","0,683","0,853","0,639",2925006,29,BA
Maiquinique,"0,576","0,586","0,690","0,472",2920007,29,BA
Sebastião Laranjeiras,"0,615","0,569","0,777","0,527",2930006,29,BA
Iraquara,"0,599","0,548","0,749","0,523",2914406,29,BA
Campo Alegre de Lourdes,"0,557","0,516","0,778","0,430",2905909,29,BA
Ibipitanga,"0,584","0,553","0,757","0,475",2912509,29,BA
Castro Alves,"0,613","0,591","0,774","0,504",2907301,29,BA
Varzedo,"0,586","0,581","0,753","0,461",2933174,29,BA
São Felipe,"0,616","0,565","0,787","0,525",2929107,29,BA
Barro Preto,"0,602","0,576","0,744","0,508",2903300,29,BA
Lajedinho,"0,546","0,522","0,753","0,413",2919009,29,BA
Ribeirão do Largo,"0,540","0,566","0,759","0,366",2926657,29,BA
Fátima,"0,697","0,653","0,813","0,638",2910750,29,BA
Brejolândia,"0,592","0,533","0,746","0,523",2904407,29,BA
Saubara,"0,617","0,563","0,738","0,565",2929750,29,BA
Governador Mangabeira,"0,643","0,594","0,754","0,594",2911600,29,BA
Heliópolis,"0,563","0,547","0,748","0,437",2911857,29,BA
Jacaraci,"0,593","0,573","0,741","0,490",2917409,29,BA
Maetinga,"0,538","0,565","0,751","0,368",2919959,29,BA
Aiquara,"0,583","0,573","0,733","0,471",2900603,29,BA
Patos de Minas,"0,765","0,749","0,855","0,698",3148004,31,MG
Belo Horizonte,"0,810","0,841","0,856","0,737",3106200,31,MG
Poços de Caldas,"0,779","0,768","0,872","0,706",3151800,31,MG
Nova Lima,"0,813","0,864","0,885","0,704",3144805,31,MG
Uberlândia,"0,789","0,776","0,885","0,716",3170206,31,MG
Tiradentes,"0,740","0,741","0,885","0,619",3168804,31,MG
Uberaba,"0,772","0,772","0,845","0,705",3170107,31,MG
Ponte Nova,"0,717","0,714","0,848","0,608",3152105,31,MG
Ponto Chique,"0,606","0,565","0,797","0,493",3152131,31,MG
Aimorés,"0,684","0,685","0,810","0,576",3101102,31,MG
Luz,"0,724","0,723","0,833","0,630",3138807,31,MG
Machacalis,"0,640","0,607","0,783","0,552",3138906,31,MG
Machado,"0,715","0,719","0,848","0,600",3139003,31,MG
Itaguara,"0,691","0,697","0,836","0,567",3132206,31,MG
Itaipé,"0,552","0,570","0,759","0,388",3132305,31,MG
Ponto dos Volantes,"0,595","0,564","0,781","0,478",3152170,31,MG
Porteirinha,"0,651","0,593","0,796","0,585",3152204,31,MG
Acaiaca,"0,630","0,610","0,823","0,499",3100401,31,MG
Águas Vermelhas,"0,601","0,586","0,808","0,458",3101003,31,MG
Oliveira Fortes,"0,635","0,616","0,794","0,523",3145703,31,MG
Pirapetinga,"0,709","0,680","0,841","0,624",3151107,31,MG
Pirapora,"0,731","0,693","0,828","0,680",3151206,31,MG
Pitangui,"0,725","0,711","0,870","0,617",3151404,31,MG
Piumhi,"0,737","0,729","0,878","0,625",3151503,31,MG
Planura,"0,712","0,711","0,852","0,597",3151602,31,MG
Poço Fundo,"0,691","0,705","0,866","0,541",3151701,31,MG
Pompéu,"0,689","0,694","0,834","0,564",3152006,31,MG
Casa Grande,"0,652","0,608","0,823","0,555",3114907,31,MG
Jeceaba,"0,661","0,629","0,844","0,544",3135407,31,MG
Malacacheta,"0,618","0,609","0,768","0,505",3139201,31,MG
Manga,"0,642","0,624","0,799","0,530",3139300,31,MG
Manhuaçu,"0,689","0,692","0,839","0,563",3139409,31,MG
Manhumirim,"0,697","0,679","0,846","0,589",3139508,31,MG
Aiuruoca,"0,668","0,677","0,871","0,505",3101201,31,MG
Alagoa,"0,649","0,634","0,832","0,518",3101300,31,MG
Albertina,"0,673","0,684","0,813","0,549",3101409,31,MG
Além Paraíba,"0,726","0,713","0,857","0,626",3101508,31,MG
Alfenas,"0,761","0,737","0,841","0,712",3101607,31,MG
Durandé,"0,645","0,626","0,842","0,508",3123528,31,MG
Entre Folhas,"0,634","0,617","0,792","0,521",3123858,31,MG
Capitão Andrade,"0,624","0,630","0,805","0,478",3112653,31,MG
Espinosa,"0,627","0,582","0,804","0,526",3124302,31,MG
Santa Rita do Itueto,"0,607","0,609","0,779","0,472",3159506,31,MG
Cachoeira da Prata,"0,741","0,689","0,834","0,707",3109600,31,MG
Cachoeira Dourada,"0,726","0,695","0,850","0,648",3109808,31,MG
Capetinga,"0,675","0,680","0,848","0,533",3112406,31,MG
Campo Florido,"0,706","0,735","0,858","0,558",3111408,31,MG
Divisa Nova,"0,670","0,660","0,801","0,570",3122405,31,MG
Doresópolis,"0,692","0,652","0,869","0,585",3123403,31,MG
São Francisco de Sales,"0,688","0,711","0,867","0,528",3161304,31,MG
Silveirânia,"0,652","0,645","0,841","0,511",3167301,31,MG
São Sebastião do Rio Preto,"0,632","0,662","0,809","0,472",3164803,31,MG
Sapucaí-Mirim,"0,680","0,664","0,842","0,563",3165404,31,MG
Santa Rita de Caldas,"0,690","0,693","0,823","0,576",3159209,31,MG
Cascalho Rico,"0,721","0,734","0,845","0,604",3115003,31,MG
Rochedo de Minas,"0,684","0,663","0,849","0,569",3156205,31,MG
Rubelita,"0,582","0,552","0,808","0,443",3156502,31,MG
Rubim,"0,609","0,589","0,817","0,469",3156601,31,MG
Santana de Pirapama,"0,628","0,617","0,816","0,493",3158508,31,MG
Jenipapo de Minas,"0,624","0,588","0,793","0,520",3135456,31,MG
Jequeri,"0,601","0,607","0,794","0,451",3135506,31,MG
São Lourenço,"0,759","0,746","0,871","0,673",3163706,31,MG
Pedra Dourada,"0,655","0,631","0,827","0,539",3149002,31,MG
Jequitaí,"0,643","0,605","0,797","0,552",3135605,31,MG
Alfredo Vasconcelos,"0,675","0,629","0,834","0,587",3101631,31,MG
Almenara,"0,642","0,636","0,803","0,518",3101706,31,MG
Alpercata,"0,646","0,629","0,824","0,521",3101805,31,MG
Alpinópolis,"0,725","0,703","0,862","0,629",3101904,31,MG
São João da Mata,"0,653","0,676","0,822","0,501",3162302,31,MG
São João da Ponte,"0,569","0,559","0,786","0,419",3162401,31,MG
Santo Antônio do Retiro,"0,570","0,504","0,784","0,469",3160454,31,MG
Santo Antônio do Rio Abaixo,"0,669","0,616","0,823","0,591",3160504,31,MG
Sem-Peixe,"0,654","0,623","0,826","0,543",3165560,31,MG
Senador Amaral,"0,661","0,623","0,821","0,564",3165578,31,MG
Senador Cortes,"0,674","0,689","0,834","0,534",3165602,31,MG
Senhora dos Remédios,"0,626","0,578","0,776","0,548",3166204,31,MG
São José da Varginha,"0,704","0,682","0,857","0,597",3163102,31,MG
Reduto,"0,629","0,647","0,801","0,480",3154150,31,MG
Riacho dos Machados,"0,627","0,557","0,808","0,547",3154507,31,MG
Argirita,"0,643","0,645","0,817","0,505",3104403,31,MG
Aricanduva,"0,582","0,553","0,787","0,454",3104452,31,MG
Guarará,"0,652","0,650","0,802","0,532",3128501,31,MG
Ibitiúra de Minas,"0,674","0,658","0,802","0,579",3129905,31,MG
São Pedro dos Ferros,"0,659","0,631","0,789","0,576",3164001,31,MG
São Pedro do Suaçuí,"0,622","0,611","0,785","0,501",3164100,31,MG
São Romão,"0,640","0,586","0,787","0,568",3164209,31,MG
Mathias Lobato,"0,612","0,596","0,795","0,483",3171501,31,MG
Virgem da Lapa,"0,610","0,585","0,797","0,488",3171600,31,MG
Virgínia,"0,651","0,635","0,829","0,523",3171709,31,MG
Virginópolis,"0,675","0,638","0,831","0,580",3171808,31,MG
Virgolândia,"0,620","0,602","0,795","0,497",3171907,31,MG
Leme do Prado,"0,670","0,602","0,779","0,640",3138351,31,MG
Leopoldina,"0,726","0,696","0,867","0,635",3138401,31,MG
Liberdade,"0,672","0,679","0,834","0,537",3138500,31,MG
Lima Duarte,"0,710","0,705","0,861","0,590",3138609,31,MG
Lontra,"0,646","0,589","0,794","0,577",3138658,31,MG
Luisburgo,"0,608","0,610","0,809","0,455",3138674,31,MG
Madre de Deus de Minas,"0,699","0,667","0,856","0,598",3139102,31,MG
São Miguel do Anta,"0,644","0,616","0,828","0,523",3163805,31,MG
São Pedro da União,"0,674","0,680","0,836","0,539",3163904,31,MG
Morada Nova de Minas,"0,696","0,688","0,830","0,590",3143500,31,MG
Varzelândia,"0,594","0,546","0,806","0,477",3170909,31,MG
Veríssimo,"0,667","0,683","0,869","0,501",3171105,31,MG
União de Minas,"0,672","0,684","0,829","0,534",3170438,31,MG
Uruana de Minas,"0,664","0,612","0,793","0,602",3170479,31,MG
Volta Grande,"0,669","0,669","0,841","0,531",3172103,31,MG
Wenceslau Braz,"0,687","0,692","0,790","0,594",3172202,31,MG
Cachoeira de Pajeú,"0,578","0,563","0,771","0,444",3102704,31,MG
Novo Cruzeiro,"0,571","0,562","0,797","0,415",3145307,31,MG
Novo Oriente de Minas,"0,555","0,568","0,754","0,400",3145356,31,MG
Novorizonte,"0,616","0,582","0,804","0,500",3145372,31,MG
Olaria,"0,636","0,638","0,823","0,490",3145406,31,MG
Olímpio Noronha,"0,674","0,656","0,809","0,577",3145505,31,MG
Oliveira,"0,699","0,691","0,842","0,587",3145604,31,MG
Muriaé,"0,734","0,731","0,853","0,634",3143906,31,MG
Mutum,"0,644","0,635","0,822","0,511",3144003,31,MG
Muzambinho,"0,740","0,723","0,859","0,652",3144102,31,MG
Nova Módica,"0,630","0,610","0,779","0,527",3144904,31,MG
Nova Ponte,"0,701","0,734","0,835","0,562",3145000,31,MG
Nova Porteirinha,"0,641","0,584","0,811","0,556",3145059,31,MG
Nova Resende,"0,671","0,687","0,839","0,525",3145109,31,MG
Nova Serrana,"0,715","0,709","0,864","0,597",3145208,31,MG
Nacip Raydan,"0,585","0,640","0,831","0,377",3144201,31,MG
