uf,cod_uf,cod_setor,cod_municipio,municipio,distrito,tipo,geometria
DF,53,530010805120080,5300108,Brasília,BRASÍLIA,Polygon,"((-47.58348008088181, -15.937263387381), (-47.5847074857098, -15.9376108787959), (-47.59144050829949, -15.9390113662432), (-47.5922783315688, -15.9392623308369), (-47.5963148351458, -15.9400456337135), (-47.6007946990497, -15.941110739661), (-47.6001500727525, -15.9394809223977), (-47.600004932688, -15.9385776142521), (-47.6000715748918, -15.9371913510912), (-47.6002524517914, -15.9365594707194), (-47.6014095274116, -15.9328990781628), (-47.6027716356645, -15.9276220980284), (-47.6033549683276, -15.9256595163205), (-47.6037291439855, -15.9241998607812), (-47.60435896712041, -15.9221518116574), (-47.60448508681041, -15.9214358170695), (-47.60655164440291, -15.9144079557464), (-47.606913595028, -15.9131494859871), (-47.6073029561386, -15.911795712436), (-47.60433955165689, -15.911449416548), (-47.60399613953151, -15.913701754871), (-47.6010271222046, -15.9129209969389), (-47.5980581048776, -15.9121402390069), (-47.5969795329238, -15.9118135957691), (-47.59651643146021, -15.9115861274314), (-47.5956765909262, -15.9110235643485), (-47.5947670951584, -15.9103426046519), (-47.5942386259744, -15.9090943311707), (-47.5940502698378, -15.908527541926), (-47.5939494519488, -15.9077266597557), (-47.5938241939073, -15.907348796142), (-47.5936834480889, -15.9069277620293), (-47.5929233517087, -15.9053028964081), (-47.59226126903279, -15.9041871914371), (-47.59190849258681, -15.9036810845145), (-47.5913894077282, -15.903234781371), (-47.5900384306779, -15.9024777986264), (-47.5890777475828, -15.9015851539582), (-47.5883177135147, -15.9011272781512), (-47.5877575885225, -15.9009009489447), (-47.5871982065368, -15.9008055823769), (-47.5850265560958, -15.9006852590522), (-47.58296989593249, -15.900213974299), (-47.5821675153783, -15.8999471697996), (-47.5795862405356, -15.8984460739341), (-47.5784159968724, -15.8977302059977), (-47.5758865218167, -15.8955284049926), (-47.5751198569165, -15.8945457538457), (-47.5744771145476, -15.8937657615872), (-47.57415872100441, -15.8936096763532), (-47.5737649098738, -15.8934680381079), (-47.5727992311542, -15.8934217304778), (-47.5719531941819, -15.8932421163713), (-47.5696522105533, -15.8932216221366), (-47.5687339394528, -15.8933806788321), (-47.56799341047079, -15.8937923428734), (-47.5669124020942, -15.893115986508), (-47.5658313937176, -15.8924396301425), (-47.5647292780378, -15.8912016760526), (-47.5640902941026, -15.8897567885303), (-47.5641881817428, -15.8893057945956), (-47.5636140700684, -15.8885046056228), (-47.562867016419, -15.8894831339055), (-47.5626395604277, -15.8900565450936), (-47.5623989346206, -15.8907502156268), (-47.5614612246186, -15.8927037800565), (-47.5608948365279, -15.8950176792526), (-47.56092011831731, -15.8970343539743), (-47.5610022476963, -15.8975442096968), (-47.5612445686805, -15.8990485281503), (-47.56159651383739, -15.8993431636017), (-47.5618122434916, -15.899666790325), (-47.5658391579956, -15.9057077639248), (-47.5663508949883, -15.9063872678412), (-47.5670869847869, -15.9067985395217), (-47.5675029616002, -15.9072136156069), (-47.56764465059329, -15.9075660141289), (-47.568041879805, -15.9082685530232), (-47.5686183988292, -15.9086826195604), (-47.5692247843611, -15.9088759299813), (-47.5699316596647, -15.9094844511082), (-47.5702559095817, -15.9098789337865), (-47.57149179598009, -15.9115581707435), (-47.5727259940745, -15.9132189372743), (-47.5731603127759, -15.9138033669265), (-47.57779151118099, -15.9196843731688), (-47.5809967853476, -15.9239726916101), (-47.5817492218957, -15.9249484158947), (-47.5831135873637, -15.9267176607879), (-47.58323073903129, -15.9269727844093), (-47.5818303718334, -15.9281321850847), (-47.58165962955849, -15.9283582390708), (-47.581606414996, -15.9287228919125), (-47.5822438597905, -15.9317764216591), (-47.5825880097206, -15.9329185411581), (-47.5828135950035, -15.9340145121187), (-47.58348008088181, -15.937263387381))"
DF,53,530010805120081,5300108,Brasília,BRASÍLIA,Polygon,"((-47.5175432705465, -15.9016636615453), (-47.517210535371, -15.902365281005), (-47.5158329763396, -15.906731655335), (-47.5154754423103, -15.9074801454722), (-47.51464187998451, -15.9100326636607), (-47.5145812200482, -15.9104841201338), (-47.51465470082459, -15.9110631866503), (-47.5166289275841, -15.9237975471825), (-47.519782285924, -15.9243126487502), (-47.5239568773473, -15.9252710163173), (-47.5251293712902, -15.9254930526032), (-47.5259696653144, -15.922244239982), (-47.5262432735811, -15.9198408965049), (-47.5257388217896, -15.917684222077), (-47.5246546414503, -15.9141564320652), (-47.52296000672899, -15.9106995296773), (-47.5222960060682, -15.9093450280604), (-47.5210412695426, -15.9060558504172), (-47.5209818223162, -15.904797789911), (-47.52122932201671, -15.9038119521723), (-47.52105015330729, -15.9033419506032), (-47.5210879304247, -15.9028694486362), (-47.5194740296747, -15.9020616704959), (-47.51842874448689, -15.9016811152788), (-47.5176490173717, -15.901729727979), (-47.5175432705465, -15.9016636615453))"
DF,53,530010805150270,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1223733516934, -15.8046570325379), (-48.12142413414819, -15.8068913397958), (-48.1223899211124, -15.8072428451015), (-48.1226615545816, -15.8073385358043), (-48.1235246756405, -15.8050733499353), (-48.1223733516934, -15.8046570325379))"
DF,53,530010805150271,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1235246756405, -15.8050733499353), (-48.1226615545816, -15.8073385358043), (-48.1229252938781, -15.8074312172488), (-48.123473524651, -15.8076318453958), (-48.1243295256767, -15.8053660836232), (-48.1235246756405, -15.8050733499353))"
DF,53,530010805150272,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1243295256767, -15.8053660836232), (-48.123473524651, -15.8076318453958), (-48.1240112961227, -15.8078224358931), (-48.1245352940821, -15.8080120788109), (-48.12541849030611, -15.8057554455028), (-48.1243295256767, -15.8053660836232))"
DF,53,530010805150273,5300108,Brasília,BRASÍLIA,Polygon,"((-48.12541849030611, -15.8057554455028), (-48.1245352940821, -15.8080120788109), (-48.1245643796232, -15.8080226053154), (-48.1255359939815, -15.8083670918122), (-48.1267235900556, -15.8087969100128), (-48.1274477358232, -15.8068949211005), (-48.1275883621242, -15.8065452679099), (-48.12541849030611, -15.8057554455028))"
DF,53,530010805150274,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1287159174522, -15.806822667748), (-48.12816119416871, -15.8066080164372), (-48.1279743696134, -15.8070895600091), (-48.1274477358232, -15.8068949211005), (-48.1267235900556, -15.8087969100128), (-48.1277887519461, -15.8091757769988), (-48.1283870827648, -15.809386885171), (-48.12923066658669, -15.8071193015643), (-48.1287159174522, -15.806822667748))"
DF,53,530010805150275,5300108,Brasília,BRASÍLIA,Polygon,"((-48.12923066658669, -15.8071193015643), (-48.1283870827648, -15.809386885171), (-48.1285509762768, -15.8094476512547), (-48.12923660483909, -15.8096919370617), (-48.12901021291719, -15.8102976884204), (-48.12953740105199, -15.8104934945821), (-48.1300509438725, -15.8106854763935), (-48.1302989954913, -15.810072619377), (-48.13053202250259, -15.8094644590077), (-48.1300081709249, -15.8092702730314), (-48.1306392312614, -15.8076315415546), (-48.1294436356791, -15.8071964120244), (-48.12923066658669, -15.8071193015643))"
DF,53,530010805150276,5300108,Brasília,BRASÍLIA,Polygon,"((-48.13169730826651, -15.8080104887883), (-48.1308231229963, -15.8102625917955), (-48.1318267256293, -15.810623947148), (-48.13268907666459, -15.8083723070649), (-48.131803201159, -15.8080492257852), (-48.13169730826651, -15.8080104887883))"
DF,53,530010805150277,5300108,Brasília,BRASÍLIA,Polygon,"((-48.13268907666459, -15.8083723070649), (-48.1318267256293, -15.810623947148), (-48.1328216547211, -15.8109773903948), (-48.1336975112285, -15.8087278031948), (-48.13268907666459, -15.8083723070649))"
DF,53,530010805150278,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1347309099335, -15.8091025423367), (-48.1341219585075, -15.8107403982629), (-48.1346463920638, -15.810939880755), (-48.1344105948476, -15.8115527594185), (-48.1349185448273, -15.811732694791), (-48.1349239578289, -15.8117346693422), (-48.1357783100372, -15.8094876932272), (-48.1352547657797, -15.8092872592033), (-48.1347309099335, -15.8091025423367))"
DF,53,530010805150279,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1356988892224, -15.8060870503114), (-48.134827415265, -15.8083544569711), (-48.1355177251815, -15.808602941441), (-48.1357000219799, -15.8086722262135), (-48.13656712651941, -15.8063999497087), (-48.1356988892224, -15.8060870503114))"
DF,53,530010805150280,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1340035645102, -15.8049629197502), (-48.13296828279101, -15.8076683637281), (-48.1339699716903, -15.8080436674888), (-48.13503223813279, -15.8052472936015), (-48.1346914746703, -15.8051522215917), (-48.1340035645102, -15.8049629197502))"
DF,53,530010805150281,5300108,Brasília,BRASÍLIA,Polygon,"((-48.13296040188, -15.8046639679953), (-48.13195457238141, -15.807328668216), (-48.1320674227612, -15.8073678558426), (-48.131803201159, -15.8080492257852), (-48.13268907666459, -15.8083723070649), (-48.13296828279101, -15.8076683637281), (-48.1340035645102, -15.8049629197502), (-48.13296040188, -15.8046639679953))"
DF,53,530010805150282,5300108,Brasília,BRASÍLIA,Polygon,"((-48.13190338723571, -15.8043232120068), (-48.1317707061031, -15.804678528941), (-48.13089336160459, -15.8069519911967), (-48.1314044078759, -15.8071356604581), (-48.13114425198781, -15.8078141923356), (-48.13169730826651, -15.8080104887883), (-48.131803201159, -15.8080492257852), (-48.1320674227612, -15.8073678558426), (-48.13195457238141, -15.807328668216), (-48.13296040188, -15.8046639679953), (-48.1322515483815, -15.8044435924818), (-48.13190338723571, -15.8043232120068))"
DF,53,530010805150283,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1305030873629, -15.8038125894364), (-48.12950117951129, -15.8064383496473), (-48.12970463049581, -15.8065185516482), (-48.1303741763102, -15.8067669448561), (-48.1312228770631, -15.804493084571), (-48.1317707061031, -15.804678528941), (-48.13190338723571, -15.8043232120068), (-48.1305030873629, -15.8038125894364))"
DF,53,530010805150284,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1285266633181, -15.8040848741255), (-48.1275883621242, -15.8065452679099), (-48.1274477358232, -15.8068949211005), (-48.1279743696134, -15.8070895600091), (-48.12816119416871, -15.8066080164372), (-48.1287159174522, -15.806822667748), (-48.1295949656297, -15.8044772957759), (-48.1285266633181, -15.8040848741255))"
DF,53,530010805150285,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1256555095941, -15.8018830681742), (-48.1245838972653, -15.8046763763971), (-48.1256922200466, -15.8050610335146), (-48.12672955043751, -15.80230912073), (-48.1265812304817, -15.8022492001183), (-48.1256555095941, -15.8018830681742))"
DF,53,530010805150286,5300108,Brasília,BRASÍLIA,Polygon,"((-48.12371812776059, -15.8011037980776), (-48.1223733516934, -15.8046570325379), (-48.1235246756405, -15.8050733499353), (-48.1237858168373, -15.8043835340391), (-48.1235327748141, -15.8042935953721), (-48.1246116952916, -15.8014602487493), (-48.12371812776059, -15.8011037980776))"
DF,53,530010805150287,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1227706823309, -15.8006178674636), (-48.1209054237532, -15.8039290965734), (-48.1223733516934, -15.8046570325379), (-48.12371812776059, -15.8011037980776), (-48.1236460416841, -15.8010762487505), (-48.1227706823309, -15.8006178674636))"
DF,53,530010805150288,5300108,Brasília,BRASÍLIA,Polygon,"((-48.12175399033039, -15.800086217752), (-48.1202282656579, -15.8027706460814), (-48.11946190012849, -15.8023642786848), (-48.1191162651757, -15.8029960121301), (-48.1198700875735, -15.8033940034909), (-48.1208962890637, -15.8039244126449), (-48.1209054237532, -15.8039290965734), (-48.1227706823309, -15.8006178674636), (-48.1219356084194, -15.8001818916638), (-48.12175399033039, -15.800086217752))"
DF,53,530010805150289,5300108,Brasília,BRASÍLIA,Polygon,"((-48.12097525882359, -15.7996765118502), (-48.11946190012849, -15.8023642786848), (-48.1202282656579, -15.8027706460814), (-48.12175399033039, -15.800086217752), (-48.12097525882359, -15.7996765118502))"
DF,53,530010805150290,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1197915475338, -15.7990594952987), (-48.1179458097553, -15.8023771193981), (-48.1188582981475, -15.8028595896807), (-48.1191162651757, -15.8029960121301), (-48.11946190012849, -15.8023642786848), (-48.12097525882359, -15.7996765118502), (-48.1197915475338, -15.7990594952987))"
DF,53,530010805150291,5300108,Brasília,BRASÍLIA,Polygon,"((-48.11888584501849, -15.798582873246), (-48.1173958939145, -15.8012741120838), (-48.11712689388, -15.801132706587), (-48.1167833725785, -15.8017603752796), (-48.1179458097553, -15.8023771193981), (-48.1197915475338, -15.7990594952987), (-48.11888584501849, -15.798582873246))"
DF,53,530010805150292,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1173630254281, -15.7977870042006), (-48.1158673557242, -15.8004663566841), (-48.11558155970799, -15.8003156886918), (-48.1152090250784, -15.8009482202812), (-48.1155137654715, -15.8011074913172), (-48.1167833725785, -15.8017603752796), (-48.11712689388, -15.801132706587), (-48.1168866091032, -15.8010061007408), (-48.1183782372788, -15.7983190616829), (-48.1182884793436, -15.798272413101), (-48.1173630254281, -15.7977870042006))"
DF,53,530010805150293,5300108,Brasília,BRASÍLIA,Polygon,"((-48.1168435464774, -15.7975198251567), (-48.1159337178385, -15.7970382855461), (-48.1157507633636, -15.7971462330202), (-48.1140005878041, -15.7994496035556), (-48.11452456936451, -15.7997575229849), (-48.1153560636395, -15.8001941294077), (-48.1168435464774, -15.7975198251567))"
DF,53,530010805080695,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0179449597763, -15.7891270352324), (-48.0179770903721, -15.7975865779921), (-48.01944825361911, -15.7975831978288), (-48.0204212667432, -15.7975787257797), (-48.0204251355263, -15.7940896908948), (-48.0228496981423, -15.7940785922609), (-48.0228564830425, -15.7900701213592), (-48.0179449597763, -15.7891270352324))"
DF,53,530010805080696,5300108,Brasília,BRASÍLIA,Polygon,"((-48.041611290832, -15.790884772293), (-48.0416248911466, -15.794536456785), (-48.0397500654857, -15.7945519345703), (-48.0397626574306, -15.7974751778223), (-48.042698358135, -15.7974570598008), (-48.0426891444384, -15.7945441960154), (-48.0425723913044, -15.7944268282817), (-48.0424991221141, -15.791520084518), (-48.0425300643211, -15.7909076604355), (-48.041611290832, -15.790884772293))"
DF,53,530010805080697,5300108,Brasília,BRASÍLIA,Polygon,"((-48.00156822963211, -15.8669088808527), (-48.0020028958716, -15.8674385036331), (-48.0026013275898, -15.8677498565528), (-48.0029315513899, -15.8681061075168), (-48.0038712649928, -15.8686570671272), (-48.00412871607569, -15.8686919589631), (-48.0048099817446, -15.8692159819594), (-48.005477596217, -15.8695364776658), (-48.00548359262721, -15.8696828591093), (-48.0059460927833, -15.8700751914411), (-48.0065721568876, -15.8703616760503), (-48.0076428421995, -15.8706589519947), (-48.0082345065772, -15.8710789194176), (-48.0083317956854, -15.871278751547), (-48.0091171911479, -15.8720158586453), (-48.0093311227664, -15.8724369239263), (-48.0096703317006, -15.8727184497067), (-48.0097689862235, -15.8729849021383), (-48.01029175737389, -15.8732695605021), (-48.01063749506501, -15.8726970406581), (-48.0111311691015, -15.8726623551963), (-48.0123119050435, -15.8729998805899), (-48.0119101136176, -15.8722762744), (-48.0117260710573, -15.8721624638807), (-48.01097076031869, -15.8713674643362), (-48.009493567161, -15.8698082222772), (-48.00909528654171, -15.8693119734481), (-48.0088936125768, -15.8695073837591), (-48.0085011043708, -15.8690683888887), (-48.0086895287389, -15.8688928869224), (-48.00719060777639, -15.8672835921447), (-48.0068926731024, -15.8670043820918), (-48.0066379487792, -15.8672137070059), (-48.0063699812974, -15.8669092023829), (-48.0066205566228, -15.8666481211256), (-48.0059131198694, -15.8659460765377), (-48.0053823484264, -15.8664860599845), (-48.00484803881871, -15.8667869539582), (-48.00407354761351, -15.8665941768331), (-48.00347760601381, -15.8658211845622), (-48.00282833734769, -15.865158644539), (-48.00217622110901, -15.865447350259), (-48.00176128076251, -15.8662177613388), (-48.0017064752314, -15.8667818079471), (-48.00156822963211, -15.8669088808527))"
DF,53,530010805080698,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0753301361579, -15.8435900995207), (-48.0739497539533, -15.8434575631035), (-48.0737906052285, -15.8433179321668), (-48.07390363211161, -15.8428870777637), (-48.0724680494279, -15.8425353124703), (-48.0718976192225, -15.8421550256667), (-48.0713842320376, -15.842078968306), (-48.071213102976, -15.8418317818837), (-48.07043351502859, -15.8415370596109), (-48.0699201278437, -15.8416416384819), (-48.06955885538031, -15.8414324807399), (-48.06917856857671, -15.8413849448894), (-48.0687792674329, -15.8411662799773), (-48.0677715074033, -15.8414895237604), (-48.06752155045331, -15.84169481225), (-48.0679216928731, -15.8443725621464), (-48.06812111782399, -15.8443660974191), (-48.0699229103303, -15.8444078059658), (-48.07001868742439, -15.8444269070867), (-48.0703214577981, -15.8423666120829), (-48.0725922586384, -15.8427765831159), (-48.07199270857971, -15.8450787199664), (-48.071638362445, -15.8468353588161), (-48.07251783235709, -15.8470097916568), (-48.0745192997577, -15.8478841134395), (-48.0748377137937, -15.8470919943812), (-48.0750633213148, -15.8463509984047), (-48.07525640265759, -15.8453841874893), (-48.0753270890654, -15.8443426214033), (-48.0753301361579, -15.8435900995207))"
DF,53,530010805080699,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0143762679632, -15.8617419843857), (-48.0137173413675, -15.861471237924), (-48.0133224280107, -15.8610749100127), (-48.0125833840011, -15.8606738128907), (-48.0127403286065, -15.8602780395379), (-48.0125287945731, -15.8594455507612), (-48.0121885721975, -15.8585379591418), (-48.01195730571899, -15.8582300995567), (-48.0112648767457, -15.8584036267136), (-48.0106130800129, -15.8599315166348), (-48.009412295924, -15.8597965168338), (-48.0093221336847, -15.8600072635223), (-48.00949516236101, -15.8606026343213), (-48.0098455803621, -15.8613327913794), (-48.01059953197041, -15.8621867808596), (-48.0102321433416, -15.8628633929673), (-48.01065268941069, -15.8632268627561), (-48.0112450705439, -15.8633699661304), (-48.0125671279141, -15.8639249916695), (-48.0128712922647, -15.8639867022188), (-48.0128833472168, -15.8659441315319), (-48.0152638961215, -15.8657598585006), (-48.0163895878305, -15.8640754106807), (-48.0169538828476, -15.8647404039789), (-48.0176250181947, -15.8637094458448), (-48.0164182737005, -15.8630499404147), (-48.0162675667306, -15.8628904077315), (-48.0150535556171, -15.8622569063021), (-48.0148147268697, -15.8619976065191), (-48.0143762679632, -15.8617419843857))"
DF,53,530010805080700,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0048172720841, -15.8618481141756), (-48.0042450122214, -15.8612181087673), (-48.0022981956553, -15.862080573589), (-48.0046748159809, -15.8646301315407), (-48.0052754592931, -15.8653017758045), (-48.0068020390932, -15.8639662749623), (-48.0066656833756, -15.8638011925931), (-48.0048172720841, -15.8618481141756))"
DF,53,530010805080701,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0373323766167, -15.8166552960662), (-48.03750795486061, -15.8164937640819), (-48.03840769571989, -15.8167711217555), (-48.0383893576447, -15.8161390960293), (-48.0390319740171, -15.8161110035103), (-48.0392812951234, -15.8164691831277), (-48.0397325634228, -15.8163323638758), (-48.0402362388908, -15.8164639199733), (-48.0406098247198, -15.816149901483), (-48.04109123992279, -15.8161836627991), (-48.0414320473024, -15.8160076763332), (-48.0417473826802, -15.8155914300206), (-48.0422916552513, -15.815306524289), (-48.0426743460692, -15.8147353925195), (-48.0432897146958, -15.8137335396216), (-48.0437861842487, -15.8132744895643), (-48.04390026136671, -15.8132199199723), (-48.04352255631059, -15.8128764527003), (-48.0434441754876, -15.8128116356834), (-48.0415947410982, -15.8113559159489), (-48.0369612333134, -15.8140701413621), (-48.0362233856282, -15.8143907537491), (-48.0357578388745, -15.8144171054522), (-48.03637238077971, -15.8166616508191), (-48.03648717194211, -15.8169961722799), (-48.0367744669294, -15.816991288068), (-48.0373323766167, -15.8166552960662))"
DF,53,530010805080702,5300108,Brasília,BRASÍLIA,Polygon,"((-48.00668121840679, -15.8030165315272), (-48.0068952385565, -15.8037133859972), (-48.0068212614445, -15.8043826244822), (-48.00913453515189, -15.8037735610741), (-48.0106807407921, -15.8033873160011), (-48.01195411680369, -15.8033823599094), (-48.0119527747382, -15.8032749946709), (-48.0119377827055, -15.8008372057567), (-48.01053982126011, -15.8008922436089), (-48.0105067985488, -15.7983384872678), (-48.0087581030172, -15.7983716712794), (-48.0056514994433, -15.7983668322698), (-48.0056605354953, -15.799107161345), (-48.00605320503961, -15.7999324790429), (-48.0065959232701, -15.8005570595511), (-48.00668581168199, -15.8007725329487), (-48.00677370212, -15.8019181156017), (-48.00668121840679, -15.8030165315272))"
DF,53,530010805080703,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0447779727302, -15.8030914208636), (-48.0427377616749, -15.8031189141267), (-48.0427909519068, -15.8086817433564), (-48.04521052503051, -15.8086957431704), (-48.0453125680486, -15.80840694888), (-48.0447117701784, -15.8081453938123), (-48.0447595832675, -15.8078056618259), (-48.04476051113541, -15.8053796560368), (-48.0448036877232, -15.805177192519), (-48.0447779727302, -15.8030914208636))"
DF,53,530010805080704,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0714001305527, -15.8365879571835), (-48.0713387085173, -15.8385073957902), (-48.0725364382079, -15.8392905267418), (-48.075899294647, -15.8390294830913), (-48.07940035066579, -15.8389834165647), (-48.0824714524367, -15.8394440818304), (-48.08512881638389, -15.8397798248609), (-48.0822566728525, -15.8390886233837), (-48.07563317928641, -15.8375220316507), (-48.0714001305527, -15.8365879571835))"
DF,53,530010805080705,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0753301361579, -15.8435900995207), (-48.0764040178453, -15.8437237087316), (-48.07696494088059, -15.8441039955352), (-48.0770885340918, -15.8445888612098), (-48.0775924141066, -15.8449976695237), (-48.0780867869513, -15.8452543631162), (-48.07879982470799, -15.8453684491572), (-48.0793512405733, -15.8455871140693), (-48.0796934986965, -15.8460719797439), (-48.0803494934328, -15.8459103578524), (-48.08088189495779, -15.8461195155944), (-48.0823174776414, -15.8468610748614), (-48.0828403719964, -15.8468800892016), (-48.0833944294104, -15.8474324688018), (-48.0835058739027, -15.8480399639526), (-48.0832111516299, -15.8482681360348), (-48.0833537591813, -15.8484677866067), (-48.0840477825979, -15.8484487722665), (-48.0842284188296, -15.848610394158), (-48.08443757657161, -15.8492663888943), (-48.0851030784779, -15.849656182868), (-48.0855974513226, -15.8500744983519), (-48.085958723786, -15.8501695700527), (-48.0862629532289, -15.8506829572376), (-48.08684289060441, -15.8506639428974), (-48.0878981864844, -15.851462545185), (-48.0886380268344, -15.8520895502528), (-48.0914556380723, -15.8435703078666), (-48.0894089369686, -15.8410769511294), (-48.085893321524, -15.8399081005895), (-48.08512881638389, -15.8397798248609), (-48.0824714524367, -15.8394440818304), (-48.07940035066579, -15.8389834165647), (-48.075899294647, -15.8390294830913), (-48.0725364382079, -15.8392905267418), (-48.0713387085173, -15.8385073957902), (-48.0714001305527, -15.8365879571835), (-48.0715622740633, -15.8356492605187), (-48.0719173221816, -15.8351455571995), (-48.06750356758889, -15.8363290380294), (-48.06691468582329, -15.8364262321072), (-48.0658569855647, -15.8364319494059), (-48.0651651924226, -15.8363290380294), (-48.0642095995579, -15.836037173846), (-48.0642922210759, -15.8372400871324), (-48.0646171056887, -15.8374389389212), (-48.0643202283701, -15.8382133406061), (-48.0644308571822, -15.838625047831), (-48.0649405899368, -15.8388154974317), (-48.0645672168377, -15.8397247746309), (-48.0645368148763, -15.8399762199289), (-48.0651354822078, -15.8402482744805), (-48.0677715074033, -15.8414895237604), (-48.0687792674329, -15.8411662799773), (-48.06917856857671, -15.8413849448894), (-48.06955885538031, -15.8414324807399), (-48.0699201278437, -15.8416416384819), (-48.07043351502859, -15.8415370596109), (-48.071213102976, -15.8418317818837), (-48.0713842320376, -15.842078968306), (-48.0718976192225, -15.8421550256667), (-48.0724680494279, -15.8425353124703), (-48.07390363211161, -15.8428870777637), (-48.0737906052285, -15.8433179321668), (-48.0739497539533, -15.8434575631035), (-48.0753301361579, -15.8435900995207))"
DF,53,530010805080706,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0391465158307, -15.8059479133336), (-48.0370174892557, -15.8059596525707), (-48.0344847659502, -15.8059806761023), (-48.0345052022702, -15.8087878398949), (-48.0382217231089, -15.8087690571003), (-48.03916599246789, -15.8087646651498), (-48.0391465158307, -15.8059479133336))"
DF,53,530010805080707,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0139416369864, -15.8032573808756), (-48.0119527747382, -15.8032749946709), (-48.01195411680369, -15.8033823599094), (-48.0119738454361, -15.8066875437442), (-48.0120105152315, -15.8127609808916), (-48.015956337669, -15.8127353550622), (-48.0159521018073, -15.8087981216101), (-48.0159587770645, -15.8032488457541), (-48.0139416369864, -15.8032573808756))"
DF,53,530010805080708,5300108,Brasília,BRASÍLIA,Polygon,"((-48.015956337669, -15.8127353550622), (-48.0120105152315, -15.8127609808916), (-48.0120165310812, -15.8146730018333), (-48.0141004316553, -15.8146568699196), (-48.01408618915419, -15.8151980849615), (-48.01375505100359, -15.8159386950187), (-48.0159697599248, -15.8165475619408), (-48.0159626914616, -15.8144657045674), (-48.015956337669, -15.8127353550622))"
DF,53,530010805080709,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0120189977387, -15.8170228809533), (-48.013626550534, -15.8176414355772), (-48.0159878096714, -15.8185167836215), (-48.0159697599248, -15.8165475619408), (-48.01375505100359, -15.8159386950187), (-48.01408618915419, -15.8151980849615), (-48.0141004316553, -15.8146568699196), (-48.0120165310812, -15.8146730018333), (-48.0120189977387, -15.8170228809533))"
DF,53,530010805080710,5300108,Brasília,BRASÍLIA,Polygon,"((-48.01944825361911, -15.7975831978288), (-48.0179770903721, -15.7975865779921), (-48.0158926631105, -15.7976037741627), (-48.0170902057471, -15.8017766546901), (-48.0194728682954, -15.8017626465894), (-48.0194707209008, -15.7990401828994), (-48.01944825361911, -15.7975831978288))"
DF,53,530010805080711,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0208816251106, -15.8032348864319), (-48.02085070766349, -15.7975730252365), (-48.0204212667432, -15.7975787257797), (-48.01944825361911, -15.7975831978288), (-48.0194707209008, -15.7990401828994), (-48.0194728682954, -15.8017626465894), (-48.0170902057471, -15.8017766546901), (-48.017534343662, -15.8032384991694), (-48.0208816251106, -15.8032348864319))"
DF,53,530010805080712,5300108,Brasília,BRASÍLIA,Polygon,"((-48.02579007878731, -15.7975539301927), (-48.0228967683923, -15.7975655547569), (-48.0229963079069, -15.7976791002443), (-48.0230274696942, -15.8031055786765), (-48.0230174912618, -15.8032023841209), (-48.02396984173301, -15.8031858724328), (-48.0258233436204, -15.8031974643181), (-48.02581650158571, -15.800376752096), (-48.02579007878731, -15.7975539301927))"
DF,53,530010805080713,5300108,Brasília,BRASÍLIA,Polygon,"((-48.02604897364651, -15.8689278871688), (-48.0258239942397, -15.869338719129), (-48.026014038956, -15.8694547023015), (-48.0258255112736, -15.8698470545204), (-48.02682759206661, -15.8701670493679), (-48.0290757817663, -15.8713409718153), (-48.0294120557001, -15.8706539293814), (-48.028158817967, -15.8700259300145), (-48.02823878560059, -15.8697813231352), (-48.0261737390625, -15.8687276319632), (-48.02604897364651, -15.8689278871688))"
DF,53,530010805080714,5300108,Brasília,BRASÍLIA,Polygon,"((-48.0255152998564, -15.8680021577959), (-48.0252575198857, -15.8684825339547), (-48.02604897364651, -15.8689278871688), (-48.0261737390625, -15.8687276319632), (-48.02823878560059, -15.8697813231352), (-48.028158817967, -15.8700259300145), (-48.0294120557001, -15.8706539293814), (-48.0296655333273, -15.8700994604401), (-48.0255152998564, -15.8680021577959))"
